    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on package cache
    Blocking waiting for file lock on build directory
    Finished release [optimized] target(s) in 1.01s
     Running `/home/harshalh/workspaces/epirust/engine/target/release/epirust -c /home/harshalh/workspaces/epirust/engine/config/low_baseline.json`
[2020-07-07T05:07:30Z INFO  epirust::geography::grid] Hospital capacity 15687: 
[2020-07-07T05:07:31Z INFO  epirust::epidemiology_simulation] Initialization completed in 9.606987 seconds
[2020-07-07T05:07:31Z INFO  epirust::listeners::events::counts] S: 3130695, E:6529, I: 0, H: 0, R: 0, D: 0
[2020-07-07T05:12:27Z INFO  epirust::epidemiology_simulation] Throughput: 0.33816612 iterations/sec; simulation hour 100 of 10000
[2020-07-07T05:12:27Z INFO  epirust::listeners::events::counts] S: 3130695, E:0, I: 6529, H: 0, R: 0, D: 0
[2020-07-07T05:17:54Z INFO  epirust::epidemiology_simulation] Throughput: 0.32101884 iterations/sec; simulation hour 200 of 10000
[2020-07-07T05:17:54Z INFO  epirust::listeners::events::counts] S: 3123854, E:6473, I: 6055, H: 842, R: 0, D: 0
[2020-07-07T05:23:37Z INFO  epirust::epidemiology_simulation] Throughput: 0.31077275 iterations/sec; simulation hour 300 of 10000
[2020-07-07T05:23:37Z INFO  epirust::listeners::events::counts] S: 3095818, E:12054, I: 25961, H: 1492, R: 1899, D: 0
[2020-07-07T05:28:49Z INFO  epirust::epidemiology_simulation] Throughput: 0.31300393 iterations/sec; simulation hour 400 of 10000
[2020-07-07T05:28:49Z INFO  epirust::listeners::events::counts] S: 3067359, E:17806, I: 42829, H: 4117, R: 5113, D: 0
[2020-07-07T05:33:56Z INFO  epirust::epidemiology_simulation] Throughput: 0.31558073 iterations/sec; simulation hour 500 of 10000
[2020-07-07T05:33:56Z INFO  epirust::listeners::events::counts] S: 2988995, E:43364, I: 87176, H: 9158, R: 8531, D: 0
[2020-07-07T05:39:25Z INFO  epirust::epidemiology_simulation] Throughput: 0.313562 iterations/sec; simulation hour 600 of 10000
[2020-07-07T05:39:25Z INFO  epirust::listeners::events::counts] S: 2891303, E:51955, I: 145239, H: 18903, R: 29824, D: 0
[2020-07-07T05:44:43Z INFO  epirust::epidemiology_simulation] Throughput: 0.31368 iterations/sec; simulation hour 700 of 10000
[2020-07-07T05:44:43Z INFO  epirust::listeners::events::counts] S: 2724038, E:98599, I: 226836, H: 34571, R: 53125, D: 55
[2020-07-07T05:48:58Z INFO  epirust::epidemiology_simulation] Throughput: 0.32173303 iterations/sec; simulation hour 800 of 10000
[2020-07-07T05:48:58Z INFO  epirust::listeners::events::counts] S: 2447805, E:138878, I: 388196, H: 58305, R: 103985, D: 55
[2020-07-07T05:52:50Z INFO  epirust::epidemiology_simulation] Throughput: 0.33103454 iterations/sec; simulation hour 900 of 10000
[2020-07-07T05:52:50Z INFO  epirust::listeners::events::counts] S: 2049313, E:195546, I: 613937, H: 96419, R: 181877, D: 132
[2020-07-07T05:56:23Z INFO  epirust::epidemiology_simulation] Throughput: 0.34110606 iterations/sec; simulation hour 1000 of 10000
[2020-07-07T05:56:23Z INFO  epirust::listeners::events::counts] S: 1554147, E:242679, I: 885371, H: 150216, R: 304476, D: 335
[2020-07-07T05:59:30Z INFO  epirust::epidemiology_simulation] Throughput: 0.35267276 iterations/sec; simulation hour 1100 of 10000
[2020-07-07T05:59:30Z INFO  epirust::listeners::events::counts] S: 1056130, E:237331, I: 1118116, H: 222418, R: 502682, D: 547
[2020-07-07T06:02:15Z INFO  epirust::epidemiology_simulation] Throughput: 0.3654388 iterations/sec; simulation hour 1200 of 10000
[2020-07-07T06:02:15Z INFO  epirust::listeners::events::counts] S: 638258, E:196224, I: 1119409, H: 324945, R: 857092, D: 1296
[2020-07-07T06:04:43Z INFO  epirust::epidemiology_simulation] Throughput: 0.3788565 iterations/sec; simulation hour 1300 of 10000
[2020-07-07T06:04:43Z INFO  epirust::listeners::events::counts] S: 347952, E:127605, I: 1023803, H: 400732, R: 1235080, D: 2052
