hour,susceptible,exposed,infected,hospitalized,recovered,deceased,totalinfected
1,3104579,32645,0,0,0,0,0
2,3104579,32645,0,0,0,0,0
3,3104579,32645,0,0,0,0,0
4,3104579,32645,0,0,0,0,0
5,3104579,32645,0,0,0,0,0
6,3104579,32645,0,0,0,0,0
7,3104579,32645,0,0,0,0,0
8,3104579,32645,0,0,0,0,0
9,3104579,32645,0,0,0,0,0
10,3104579,32645,0,0,0,0,0
11,3104579,32645,0,0,0,0,0
12,3104579,32645,0,0,0,0,0
13,3104579,32645,0,0,0,0,0
14,3104579,32645,0,0,0,0,0
15,3104579,32645,0,0,0,0,0
16,3104579,32645,0,0,0,0,0
17,3104579,32645,0,0,0,0,0
18,3104579,32645,0,0,0,0,0
19,3104579,32645,0,0,0,0,0
20,3104579,32645,0,0,0,0,0
21,3104579,32645,0,0,0,0,0
22,3104579,32645,0,0,0,0,0
23,3104579,32645,0,0,0,0,0
24,3104579,32645,0,0,0,0,0
25,3104579,32645,0,0,0,0,0
26,3104579,32645,0,0,0,0,0
27,3104579,32645,0,0,0,0,0
28,3104579,32645,0,0,0,0,0
29,3104579,32645,0,0,0,0,0
30,3104579,32645,0,0,0,0,0
31,3104579,32645,0,0,0,0,0
32,3104579,32645,0,0,0,0,0
33,3104579,32645,0,0,0,0,0
34,3104579,32645,0,0,0,0,0
35,3104579,32645,0,0,0,0,0
36,3104579,32645,0,0,0,0,0
37,3104579,32645,0,0,0,0,0
38,3104579,32645,0,0,0,0,0
39,3104579,32645,0,0,0,0,0
40,3104579,32645,0,0,0,0,0
41,3104579,32645,0,0,0,0,0
42,3104579,32645,0,0,0,0,0
43,3104579,32645,0,0,0,0,0
44,3104579,32645,0,0,0,0,0
45,3104579,32645,0,0,0,0,0
46,3104579,32645,0,0,0,0,0
47,3104579,32645,0,0,0,0,0
48,3104579,32645,0,0,0,0,0
49,3104579,32645,0,0,0,0,0
50,3104579,32645,0,0,0,0,0
51,3104579,32645,0,0,0,0,0
52,3104579,32645,0,0,0,0,0
53,3104579,32645,0,0,0,0,0
54,3104579,32645,0,0,0,0,0
55,3104579,0,32645,0,0,0,32645
56,3104579,0,32645,0,0,0,32645
57,3104579,0,32645,0,0,0,32645
58,3104579,0,32645,0,0,0,32645
59,3104579,0,32645,0,0,0,32645
60,3104579,0,32645,0,0,0,32645
61,3104579,0,32645,0,0,0,32645
62,3104579,0,32645,0,0,0,32645
63,3104579,0,32645,0,0,0,32645
64,3104579,0,32645,0,0,0,32645
65,3104579,0,32645,0,0,0,32645
66,3104579,0,32645,0,0,0,32645
67,3104579,0,32645,0,0,0,32645
68,3104579,0,32645,0,0,0,32645
69,3104579,0,32645,0,0,0,32645
70,3104579,0,32645,0,0,0,32645
71,3104579,0,32645,0,0,0,32645
72,3104579,0,32645,0,0,0,32645
73,3104579,0,32645,0,0,0,32645
74,3104579,0,32645,0,0,0,32645
75,3104579,0,32645,0,0,0,32645
76,3104579,0,32645,0,0,0,32645
77,3104579,0,32645,0,0,0,32645
78,3104579,0,32645,0,0,0,32645
79,3104579,0,32645,0,0,0,32645
80,3104579,0,32645,0,0,0,32645
81,3104579,0,32645,0,0,0,32645
82,3104579,0,32645,0,0,0,32645
83,3104579,0,32645,0,0,0,32645
84,3104579,0,32645,0,0,0,32645
85,3104579,0,32645,0,0,0,32645
86,3104579,0,32645,0,0,0,32645
87,3104579,0,32645,0,0,0,32645
88,3104579,0,32645,0,0,0,32645
89,3104579,0,32645,0,0,0,32645
90,3104579,0,32645,0,0,0,32645
91,3104579,0,32645,0,0,0,32645
92,3104579,0,32645,0,0,0,32645
93,3104579,0,32645,0,0,0,32645
94,3104579,0,32645,0,0,0,32645
95,3104579,0,32645,0,0,0,32645
96,3104579,0,32645,0,0,0,32645
97,3104579,0,32645,0,0,0,32645
98,3104579,0,32645,0,0,0,32645
99,3104579,0,32645,0,0,0,32645
100,3104579,0,32645,0,0,0,32645
101,3104579,0,32645,0,0,0,32645
102,3104579,0,32645,0,0,0,32645
103,3104579,0,32645,0,0,0,32645
104,3104579,0,32645,0,0,0,32645
105,3104579,0,32645,0,0,0,32645
106,3104579,0,32645,0,0,0,32645
107,3104579,0,32645,0,0,0,32645
108,3104579,0,32645,0,0,0,32645
109,3104579,0,32645,0,0,0,32645
110,3104579,0,32645,0,0,0,32645
111,3104579,0,32645,0,0,0,32645
112,3104579,0,32645,0,0,0,32645
113,3104579,0,32645,0,0,0,32645
114,3104579,0,32645,0,0,0,32645
115,3104579,0,32645,0,0,0,32645
116,3104579,0,32645,0,0,0,32645
117,3104579,0,32645,0,0,0,32645
118,3104579,0,32645,0,0,0,32645
119,3104579,0,32645,0,0,0,32645
120,3104579,0,32645,0,0,0,32645
121,3104579,0,32645,0,0,0,32645
122,3104579,0,32645,0,0,0,32645
123,3104579,0,32645,0,0,0,32645
124,3104579,0,32645,0,0,0,32645
125,3104579,0,32645,0,0,0,32645
126,3104579,0,32645,0,0,0,32645
127,3104579,0,32645,0,0,0,32645
128,3104579,0,32645,0,0,0,32645
129,3104579,0,32645,0,0,0,32645
130,3104579,0,32645,0,0,0,32645
131,3104579,0,32645,0,0,0,32645
132,3104579,0,32645,0,0,0,32645
133,3104579,0,32645,0,0,0,32645
134,3104579,0,32645,0,0,0,32645
135,3104579,0,32645,0,0,0,32645
136,3104579,0,32645,0,0,0,32645
137,3104579,0,32645,0,0,0,32645
138,3104579,0,32645,0,0,0,32645
139,3104579,0,32645,0,0,0,32645
140,3104579,0,32645,0,0,0,32645
141,3104579,0,32645,0,0,0,32645
142,3104579,0,32645,0,0,0,32645
143,3104579,0,32645,0,0,0,32645
144,3104579,0,31308,1337,0,0,32645
145,3104579,0,31308,1337,0,0,32645
146,3104579,0,31308,1337,0,0,32645
147,3104579,0,31308,1337,0,0,32645
148,3104579,0,31308,1337,0,0,32645
149,3104579,0,31308,1337,0,0,32645
150,3104579,0,31308,1337,0,0,32645
151,3104566,13,31308,1337,0,0,32645
152,3103888,691,31308,1337,0,0,32645
153,3103487,1092,31308,1337,0,0,32645
154,3103165,1414,31308,1337,0,0,32645
155,3102999,1580,31308,1337,0,0,32645
156,3102994,1585,31308,1337,0,0,32645
157,3102984,1595,31308,1337,0,0,32645
158,3102977,1602,31308,1337,0,0,32645
159,3102970,1609,31308,1337,0,0,32645
160,3102966,1613,31308,1337,0,0,32645
161,3102954,1625,31308,1337,0,0,32645
162,3102954,1625,31308,1337,0,0,32645
163,3102954,1625,31308,1337,0,0,32645
164,3102954,1625,31308,1337,0,0,32645
165,3102954,1625,31308,1337,0,0,32645
166,3102954,1625,31308,1337,0,0,32645
167,3102954,1625,31308,1337,0,0,32645
168,3102954,1625,29913,2732,0,0,32645
169,3102954,1625,29913,2732,0,0,32645
170,3102954,1625,29913,2732,0,0,32645
171,3102954,1625,29913,2732,0,0,32645
172,3102954,1625,29913,2732,0,0,32645
173,3102954,1625,29913,2732,0,0,32645
174,3102954,1625,29913,2732,0,0,32645
175,3102926,1653,29913,2732,0,0,32645
176,3102152,2427,29913,2732,0,0,32645
177,3101606,2973,29913,2732,0,0,32645
178,3101275,3304,29913,2732,0,0,32645
179,3101031,3548,29913,2732,0,0,32645
180,3101021,3558,29913,2732,0,0,32645
181,3101005,3574,29913,2732,0,0,32645
182,3100994,3585,29913,2732,0,0,32645
183,3100983,3596,29913,2732,0,0,32645
184,3100973,3606,29913,2732,0,0,32645
185,3100939,3640,29913,2732,0,0,32645
186,3100939,3640,29913,2732,0,0,32645
187,3100939,3640,29913,2732,0,0,32645
188,3100939,3640,29913,2732,0,0,32645
189,3100939,3640,29913,2732,0,0,32645
190,3100939,3640,29913,2732,0,0,32645
191,3100939,3640,29913,2732,0,0,32645
192,3100939,3640,28626,4019,0,0,32645
193,3100939,3640,28626,4019,0,0,32645
194,3100939,3640,28626,4019,0,0,32645
195,3100939,3640,28626,4019,0,0,32645
196,3100939,3640,28626,4019,0,0,32645
197,3100939,3640,28626,4019,0,0,32645
198,3100939,3640,28626,4019,0,0,32645
199,3100887,3451,28867,4019,0,0,32886
200,3100115,3791,29299,4019,0,0,33318
201,3099576,3897,29732,4019,0,0,33751
202,3099235,3959,30011,4019,0,0,34030
203,3099002,4036,30167,4019,0,0,34186
204,3098986,4002,30217,4019,0,0,34236
205,3098964,4018,30223,4019,0,0,34242
206,3098949,4027,30229,4019,0,0,34248
207,3098929,4041,30235,4019,0,0,34254
208,3098915,4045,30245,4019,0,0,34264
209,3098871,4084,30250,4019,0,0,34269
210,3098871,4083,30251,4019,0,0,34270
211,3098871,4083,30251,4019,0,0,34270
212,3098871,4083,30251,4019,0,0,34270
213,3098871,4083,30251,4019,0,0,34270
214,3098871,4083,30251,4019,0,0,34270
215,3098871,4083,30251,4019,0,0,34270
216,3098871,4083,28901,5369,0,0,34270
217,3098871,4083,28901,5369,0,0,34270
218,3098871,4083,28901,5369,0,0,34270
219,3098871,4083,28901,5369,0,0,34270
220,3098871,4083,28901,5369,0,0,34270
221,3098871,4083,28901,5369,0,0,34270
222,3098871,4083,28901,5369,0,0,34270
223,3098832,3851,29172,5369,0,0,34541
224,3098018,4135,29702,5369,0,0,35071
225,3097441,4188,30226,5369,0,0,35595
226,3097114,4160,30581,5369,0,0,35950
227,3096860,4235,30760,5369,0,0,36129
228,3096838,4183,30834,5369,0,0,36203
229,3096817,4190,30848,5369,0,0,36217
230,3096802,4191,30862,5369,0,0,36231
231,3096779,4202,30874,5369,0,0,36243
232,3096759,4203,30893,5369,0,0,36262
233,3096701,4244,30910,5369,0,0,36279
234,3096701,4238,30916,5369,0,0,36285
235,3096701,4238,30916,5369,0,0,36285
236,3096701,4238,30916,5369,0,0,36285
237,3096701,4238,30916,5369,0,0,36285
238,3096701,4238,30916,5369,0,0,36285
239,3096701,4238,30916,5369,0,0,36285
240,3096701,4238,29513,6772,0,0,36285
241,3096701,4238,29513,6772,0,0,36285
242,3096701,4238,29513,6772,0,0,36285
243,3096701,4238,29513,6772,0,0,36285
244,3096701,4238,29513,6772,0,0,36285
245,3096701,4238,29513,6772,0,0,36285
246,3096701,4238,29513,6772,0,0,36285
247,3096642,3989,29821,6772,0,0,36593
248,3095830,4280,30342,6772,0,0,37114
249,3095248,4342,30862,6772,0,0,37634
250,3094905,4329,31218,6772,0,0,37990
251,3094640,4418,31394,6772,0,0,38166
252,3094605,4378,31469,6772,0,0,38241
253,3094579,4382,31491,6772,0,0,38263
254,3094552,4394,31506,6772,0,0,38278
255,3094528,4399,31525,6772,0,0,38297
256,3094506,4388,31558,6772,0,0,38330
257,3094442,4435,31575,6772,0,0,38347
258,3094442,4429,31581,6772,0,0,38353
259,3094442,4429,31581,6772,0,0,38353
260,3094442,4429,31581,6772,0,0,38353
261,3094442,4429,31581,6772,0,0,38353
262,3094442,4429,31581,6772,0,0,38353
263,3094442,4429,31581,6772,0,0,38353
264,3094442,4429,31581,6772,0,0,38353
265,3094442,4429,31581,6772,0,0,38353
266,3094442,4429,31581,6772,0,0,38353
267,3094442,4429,31581,6772,0,0,38353
268,3094442,4429,31581,6772,0,0,38353
269,3094442,4429,31581,6772,0,0,38353
270,3094442,4429,31581,6772,0,0,38353
271,3094374,4221,31857,6772,0,0,38629
272,3094217,3787,32448,6772,0,0,39220
273,3094113,3360,32979,6772,0,0,39751
274,3094026,3078,33348,6772,0,0,40120
275,3093957,2941,33554,6772,0,0,40326
276,3093930,2910,33612,6772,0,0,40384
277,3093909,2911,33632,6772,0,0,40404
278,3093890,2904,33658,6772,0,0,40430
279,3093862,2914,33676,6772,0,0,40448
280,3093839,2906,33707,6772,0,0,40479
281,3093772,2944,33736,6772,0,0,40508
282,3093772,2929,33751,6772,0,0,40523
283,3093772,2929,33751,6772,0,0,40523
284,3093772,2929,33751,6772,0,0,40523
285,3093772,2929,33751,6772,0,0,40523
286,3093772,2929,33751,6772,0,0,40523
287,3093772,2929,23963,6772,9788,0,40523
288,3093772,2929,23891,6844,9788,0,40523
289,3093772,2929,23891,6844,9788,0,40523
290,3093772,2929,23891,6844,9788,0,40523
291,3093772,2929,23891,6844,9788,0,40523
292,3093772,2929,23891,6844,9788,0,40523
293,3093772,2929,23891,6844,9788,0,40523
294,3093772,2929,23891,6844,9788,0,40523
295,3093707,2682,24203,6844,9788,0,40835
296,3093681,2131,24780,6844,9788,0,41412
297,3093665,1599,25328,6844,9788,0,41960
298,3093656,1233,25703,6844,9788,0,42335
299,3093651,1036,25905,6844,9788,0,42537
300,3093651,956,25985,6844,9788,0,42617
301,3093651,923,26018,6844,9788,0,42650
302,3093649,898,26045,6844,9788,0,42677
303,3093649,879,26064,6844,9788,0,42696
304,3093649,839,26104,6844,9788,0,42736
305,3093584,871,26137,6844,9788,0,42769
306,3093584,858,26150,6844,9788,0,42782
307,3093584,858,26150,6844,9788,0,42782
308,3093584,858,26150,6844,9788,0,42782
309,3093584,858,26150,6844,9788,0,42782
310,3093584,858,26150,6844,9788,0,42782
311,3093584,858,26150,6844,9788,0,42782
312,3093584,858,25986,7008,9788,0,42782
313,3093584,858,25986,7008,9788,0,42782
314,3093584,858,25986,7008,9788,0,42782
315,3093584,858,25986,7008,9788,0,42782
316,3093584,858,25986,7008,9788,0,42782
317,3093584,858,25986,7008,9788,0,42782
318,3093584,858,25986,7008,9788,0,42782
319,3093530,812,26086,7008,9788,0,42882
320,3093490,722,26216,7008,9788,0,43012
321,3093469,638,26321,7008,9788,0,43117
322,3093451,578,26399,7008,9788,0,43195
323,3093437,526,26465,7008,9788,0,43261
324,3093437,495,26496,7008,9788,0,43292
325,3093436,468,26524,7008,9788,0,43320
326,3093436,449,26543,7008,9788,0,43339
327,3093436,428,26564,7008,9788,0,43360
328,3093436,389,26603,7008,9788,0,43399
329,3093369,420,26639,7008,9788,0,43435
330,3093369,403,26656,7008,9788,0,43452
331,3093369,403,26656,7008,9788,0,43452
332,3093369,403,26656,7008,9788,0,43452
333,3093369,403,26656,7008,9788,0,43452
334,3093369,403,26656,7008,9788,0,43452
335,3093369,403,26656,7008,9788,0,43452
336,3093369,403,26410,7254,9788,0,43452
337,3093369,403,26410,7254,9788,0,43452
338,3093369,403,26410,7254,9788,0,43452
339,3093369,403,26410,7254,9788,0,43452
340,3093369,403,26410,7254,9788,0,43452
341,3093369,403,26410,7254,9788,0,43452
342,3093369,403,26410,7254,9788,0,43452
343,3093303,415,26464,7254,9788,0,43506
344,3093241,437,26504,7254,9788,0,43546
345,3093209,457,26516,7254,9788,0,43558
346,3093189,464,26529,7254,9788,0,43571
347,3093170,483,26529,7254,9788,0,43571
348,3093166,485,26531,7254,9788,0,43573
