hour,susceptible,exposed,infected,hospitalized,recovered,deceased
1,3104579,32645,0,0,0,0
2,3104579,32645,0,0,0,0
3,3104579,32645,0,0,0,0
4,3104579,32645,0,0,0,0
5,3104579,32645,0,0,0,0
6,3104579,32645,0,0,0,0
7,3104579,32645,0,0,0,0
8,3104579,32645,0,0,0,0
9,3104579,32645,0,0,0,0
10,3104579,32645,0,0,0,0
11,3104579,32645,0,0,0,0
12,3104579,32645,0,0,0,0
13,3104579,32645,0,0,0,0
14,3104579,32645,0,0,0,0
15,3104579,32645,0,0,0,0
16,3104579,32645,0,0,0,0
17,3104579,32645,0,0,0,0
18,3104579,32645,0,0,0,0
19,3104579,32645,0,0,0,0
20,3104579,32645,0,0,0,0
21,3104579,32645,0,0,0,0
22,3104579,32645,0,0,0,0
23,3104579,32645,0,0,0,0
24,3104579,32645,0,0,0,0
25,3104579,32645,0,0,0,0
26,3104579,32645,0,0,0,0
27,3104579,32645,0,0,0,0
28,3104579,32645,0,0,0,0
29,3104579,32645,0,0,0,0
30,3104579,32645,0,0,0,0
31,3104579,32645,0,0,0,0
32,3104579,32645,0,0,0,0
33,3104579,32645,0,0,0,0
34,3104579,32645,0,0,0,0
35,3104579,32645,0,0,0,0
36,3104579,32645,0,0,0,0
37,3104579,32645,0,0,0,0
38,3104579,32645,0,0,0,0
39,3104579,32645,0,0,0,0
40,3104579,32645,0,0,0,0
41,3104579,32645,0,0,0,0
42,3104579,32645,0,0,0,0
43,3104579,32645,0,0,0,0
44,3104579,32645,0,0,0,0
45,3104579,32645,0,0,0,0
46,3104579,32645,0,0,0,0
47,3104579,32645,0,0,0,0
48,3104579,32645,0,0,0,0
49,3104579,32645,0,0,0,0
50,3104579,32645,0,0,0,0
51,3104579,32645,0,0,0,0
52,3104579,32645,0,0,0,0
53,3104579,32645,0,0,0,0
54,3104579,32645,0,0,0,0
55,3104579,0,32645,0,0,0
56,3104579,0,32645,0,0,0
57,3104579,0,32645,0,0,0
58,3104579,0,32645,0,0,0
59,3104579,0,32645,0,0,0
60,3104579,0,32645,0,0,0
61,3104579,0,32645,0,0,0
62,3104579,0,32645,0,0,0
63,3104579,0,32645,0,0,0
64,3104579,0,32645,0,0,0
65,3104579,0,32645,0,0,0
66,3104579,0,32645,0,0,0
67,3104579,0,32645,0,0,0
68,3104579,0,32645,0,0,0
69,3104579,0,32645,0,0,0
70,3104579,0,32645,0,0,0
71,3104579,0,32645,0,0,0
72,3104579,0,32645,0,0,0
73,3104579,0,32645,0,0,0
74,3104579,0,32645,0,0,0
75,3104579,0,32645,0,0,0
76,3104579,0,32645,0,0,0
77,3104579,0,32645,0,0,0
78,3104579,0,32645,0,0,0
79,3104579,0,32645,0,0,0
80,3104579,0,32645,0,0,0
81,3104579,0,32645,0,0,0
82,3104579,0,32645,0,0,0
83,3104579,0,32645,0,0,0
84,3104579,0,32645,0,0,0
85,3104579,0,32645,0,0,0
86,3104579,0,32645,0,0,0
87,3104579,0,32645,0,0,0
88,3104579,0,32645,0,0,0
89,3104579,0,32645,0,0,0
90,3104579,0,32645,0,0,0
91,3104579,0,32645,0,0,0
92,3104579,0,32645,0,0,0
93,3104579,0,32645,0,0,0
94,3104579,0,32645,0,0,0
95,3104579,0,32645,0,0,0
96,3104579,0,32645,0,0,0
97,3104579,0,32645,0,0,0
98,3104579,0,32645,0,0,0
99,3104579,0,32645,0,0,0
100,3104579,0,32645,0,0,0
101,3104579,0,32645,0,0,0
102,3104579,0,32645,0,0,0
103,3104579,0,32645,0,0,0
104,3104579,0,32645,0,0,0
105,3104579,0,32645,0,0,0
106,3104579,0,32645,0,0,0
107,3104579,0,32645,0,0,0
108,3104579,0,32645,0,0,0
109,3104579,0,32645,0,0,0
110,3104579,0,32645,0,0,0
111,3104579,0,32645,0,0,0
112,3104579,0,32645,0,0,0
113,3104579,0,32645,0,0,0
114,3104579,0,32645,0,0,0
115,3104579,0,32645,0,0,0
116,3104579,0,32645,0,0,0
117,3104579,0,32645,0,0,0
118,3104579,0,32645,0,0,0
119,3104579,0,32645,0,0,0
120,3104579,0,32645,0,0,0
121,3104579,0,32645,0,0,0
122,3104579,0,32645,0,0,0
123,3104579,0,32645,0,0,0
124,3104579,0,32645,0,0,0
125,3104579,0,32645,0,0,0
126,3104579,0,32645,0,0,0
127,3104579,0,32645,0,0,0
128,3104579,0,32645,0,0,0
129,3104579,0,32645,0,0,0
130,3104579,0,32645,0,0,0
131,3104579,0,32645,0,0,0
132,3104579,0,32645,0,0,0
133,3104579,0,32645,0,0,0
134,3104579,0,32645,0,0,0
135,3104579,0,32645,0,0,0
136,3104579,0,32645,0,0,0
137,3104579,0,32645,0,0,0
138,3104579,0,32645,0,0,0
139,3104579,0,32645,0,0,0
140,3104579,0,32645,0,0,0
141,3104579,0,32645,0,0,0
142,3104579,0,32645,0,0,0
143,3104579,0,32645,0,0,0
144,3104579,0,31308,1337,0,0
145,3104579,0,31308,1337,0,0
146,3104579,0,31308,1337,0,0
147,3104579,0,31308,1337,0,0
148,3104579,0,31308,1337,0,0
149,3104579,0,31308,1337,0,0
150,3104579,0,31308,1337,0,0
151,3104566,13,31308,1337,0,0
152,3103888,691,31308,1337,0,0
153,3103487,1092,31308,1337,0,0
154,3103165,1414,31308,1337,0,0
155,3102999,1580,31308,1337,0,0
156,3102994,1585,31308,1337,0,0
157,3102984,1595,31308,1337,0,0
158,3102977,1602,31308,1337,0,0
159,3102970,1609,31308,1337,0,0
160,3102966,1613,31308,1337,0,0
161,3102954,1625,31308,1337,0,0
162,3102954,1625,31308,1337,0,0
163,3102954,1625,31308,1337,0,0
164,3102954,1625,31308,1337,0,0
165,3102954,1625,31308,1337,0,0
166,3102954,1625,31308,1337,0,0
167,3102954,1625,31308,1337,0,0
168,3102954,1625,29913,2732,0,0
169,3102954,1625,29913,2732,0,0
170,3102954,1625,29913,2732,0,0
171,3102954,1625,29913,2732,0,0
172,3102954,1625,29913,2732,0,0
173,3102954,1625,29913,2732,0,0
174,3102954,1625,29913,2732,0,0
175,3102926,1653,29913,2732,0,0
176,3102152,2427,29913,2732,0,0
177,3101606,2973,29913,2732,0,0
178,3101275,3304,29913,2732,0,0
179,3101031,3548,29913,2732,0,0
180,3101021,3558,29913,2732,0,0
181,3101005,3574,29913,2732,0,0
182,3100994,3585,29913,2732,0,0
183,3100983,3596,29913,2732,0,0
184,3100973,3606,29913,2732,0,0
185,3100939,3640,29913,2732,0,0
186,3100939,3640,29913,2732,0,0
187,3100939,3640,29913,2732,0,0
188,3100939,3640,29913,2732,0,0
189,3100939,3640,29913,2732,0,0
190,3100939,3640,29913,2732,0,0
191,3100939,3640,29913,2732,0,0
192,3100939,3640,28626,4019,0,0
193,3100939,3640,28626,4019,0,0
194,3100939,3640,28626,4019,0,0
195,3100939,3640,28626,4019,0,0
196,3100939,3640,28626,4019,0,0
197,3100939,3640,28626,4019,0,0
198,3100939,3640,28626,4019,0,0
199,3100887,3451,28867,4019,0,0
200,3100115,3791,29299,4019,0,0
201,3099576,3897,29732,4019,0,0
202,3099235,3959,30011,4019,0,0
203,3099002,4036,30167,4019,0,0
204,3098986,4002,30217,4019,0,0
205,3098964,4018,30223,4019,0,0
206,3098949,4027,30229,4019,0,0
207,3098929,4041,30235,4019,0,0
208,3098915,4045,30245,4019,0,0
209,3098871,4084,30250,4019,0,0
210,3098871,4083,30251,4019,0,0
211,3098871,4083,30251,4019,0,0
212,3098871,4083,30251,4019,0,0
213,3098871,4083,30251,4019,0,0
214,3098871,4083,30251,4019,0,0
215,3098871,4083,30251,4019,0,0
216,3098871,4083,28901,5369,0,0
217,3098871,4083,28901,5369,0,0
218,3098871,4083,28901,5369,0,0
219,3098871,4083,28901,5369,0,0
220,3098871,4083,28901,5369,0,0
221,3098871,4083,28901,5369,0,0
222,3098871,4083,28901,5369,0,0
223,3098832,3851,29172,5369,0,0
224,3098018,4135,29702,5369,0,0
225,3097441,4188,30226,5369,0,0
226,3097114,4160,30581,5369,0,0
227,3096860,4235,30760,5369,0,0
228,3096838,4183,30834,5369,0,0
229,3096817,4190,30848,5369,0,0
230,3096802,4191,30862,5369,0,0
231,3096779,4202,30874,5369,0,0
232,3096759,4203,30893,5369,0,0
233,3096701,4244,30910,5369,0,0
234,3096701,4238,30916,5369,0,0
235,3096701,4238,30916,5369,0,0
236,3096701,4238,30916,5369,0,0
237,3096701,4238,30916,5369,0,0
238,3096701,4238,30916,5369,0,0
239,3096701,4238,30916,5369,0,0
240,3096701,4238,29513,6772,0,0
241,3096701,4238,29513,6772,0,0
242,3096701,4238,29513,6772,0,0
243,3096701,4238,29513,6772,0,0
244,3096701,4238,29513,6772,0,0
245,3096701,4238,29513,6772,0,0
246,3096701,4238,29513,6772,0,0
247,3096642,3989,29821,6772,0,0
248,3095830,4280,30342,6772,0,0
249,3095248,4342,30862,6772,0,0
250,3094905,4329,31218,6772,0,0
251,3094640,4418,31394,6772,0,0
252,3094605,4378,31469,6772,0,0
253,3094579,4382,31491,6772,0,0
254,3094552,4394,31506,6772,0,0
255,3094528,4399,31525,6772,0,0
256,3094506,4388,31558,6772,0,0
257,3094442,4435,31575,6772,0,0
258,3094442,4429,31581,6772,0,0
259,3094442,4429,31581,6772,0,0
260,3094442,4429,31581,6772,0,0
261,3094442,4429,31581,6772,0,0
262,3094442,4429,31581,6772,0,0
263,3094442,4429,31581,6772,0,0
264,3094442,4429,31581,6772,0,0
265,3094442,4429,31581,6772,0,0
266,3094442,4429,31581,6772,0,0
267,3094442,4429,31581,6772,0,0
268,3094442,4429,31581,6772,0,0
269,3094442,4429,31581,6772,0,0
270,3094442,4429,31581,6772,0,0
271,3094374,4221,31857,6772,0,0
272,3094217,3787,32448,6772,0,0
273,3094113,3360,32979,6772,0,0
274,3094026,3078,33348,6772,0,0
275,3093957,2941,33554,6772,0,0
276,3093930,2910,33612,6772,0,0
277,3093909,2911,33632,6772,0,0
278,3093890,2904,33658,6772,0,0
279,3093862,2914,33676,6772,0,0
280,3093839,2906,33707,6772,0,0
281,3093772,2944,33736,6772,0,0
282,3093772,2929,33751,6772,0,0
283,3093772,2929,33751,6772,0,0
284,3093772,2929,33751,6772,0,0
285,3093772,2929,33751,6772,0,0
286,3093772,2929,33751,6772,0,0
287,3093772,2929,23963,6772,9788,0
288,3093772,2929,23891,6844,9788,0
289,3093772,2929,23891,6844,9788,0
290,3093772,2929,23891,6844,9788,0
291,3093772,2929,23891,6844,9788,0
292,3093772,2929,23891,6844,9788,0
293,3093772,2929,23891,6844,9788,0
294,3093772,2929,23891,6844,9788,0
295,3093707,2682,24203,6844,9788,0
296,3093681,2131,24780,6844,9788,0
297,3093665,1599,25328,6844,9788,0
298,3093656,1233,25703,6844,9788,0
299,3093651,1036,25905,6844,9788,0
300,3093651,956,25985,6844,9788,0
301,3093651,923,26018,6844,9788,0
302,3093649,898,26045,6844,9788,0
303,3093649,879,26064,6844,9788,0
304,3093649,839,26104,6844,9788,0
305,3093584,871,26137,6844,9788,0
306,3093584,858,26150,6844,9788,0
307,3093584,858,26150,6844,9788,0
308,3093584,858,26150,6844,9788,0
309,3093584,858,26150,6844,9788,0
310,3093584,858,26150,6844,9788,0
311,3093584,858,26150,6844,9788,0
312,3093584,858,25986,7008,9788,0
313,3093584,858,25986,7008,9788,0
314,3093584,858,25986,7008,9788,0
315,3093584,858,25986,7008,9788,0
