hour,susceptible,exposed,infected,hospitalized,recovered,deceased
1,3104579,32645,0,0,0,0
2,3104579,32645,0,0,0,0
3,3104579,32645,0,0,0,0
4,3104579,32645,0,0,0,0
5,3104579,32645,0,0,0,0
6,3104579,32645,0,0,0,0
7,3104579,32645,0,0,0,0
8,3104579,32645,0,0,0,0
9,3104579,32645,0,0,0,0
10,3104579,32645,0,0,0,0
11,3104579,32645,0,0,0,0
12,3104579,32645,0,0,0,0
13,3104579,32645,0,0,0,0
14,3104579,32645,0,0,0,0
15,3104579,32645,0,0,0,0
16,3104579,32645,0,0,0,0
17,3104579,32645,0,0,0,0
18,3104579,32645,0,0,0,0
19,3104579,32645,0,0,0,0
20,3104579,32645,0,0,0,0
21,3104579,32645,0,0,0,0
22,3104579,32645,0,0,0,0
23,3104579,32645,0,0,0,0
24,3104579,32645,0,0,0,0
25,3104579,32645,0,0,0,0
26,3104579,32645,0,0,0,0
27,3104579,32645,0,0,0,0
28,3104579,32645,0,0,0,0
29,3104579,32645,0,0,0,0
30,3104579,32645,0,0,0,0
31,3104579,32645,0,0,0,0
32,3104579,32645,0,0,0,0
33,3104579,32645,0,0,0,0
34,3104579,32645,0,0,0,0
35,3104579,32645,0,0,0,0
36,3104579,32645,0,0,0,0
37,3104579,32645,0,0,0,0
38,3104579,32645,0,0,0,0
39,3104579,32645,0,0,0,0
40,3104579,32645,0,0,0,0
41,3104579,32645,0,0,0,0
42,3104579,32645,0,0,0,0
43,3104579,32645,0,0,0,0
44,3104579,32645,0,0,0,0
45,3104579,32645,0,0,0,0
46,3104579,32645,0,0,0,0
47,3104579,32645,0,0,0,0
48,3104579,32645,0,0,0,0
49,3104579,32645,0,0,0,0
50,3104579,32645,0,0,0,0
51,3104579,32645,0,0,0,0
52,3104579,32645,0,0,0,0
53,3104579,32645,0,0,0,0
54,3104579,32645,0,0,0,0
55,3104579,0,32645,0,0,0
56,3104579,0,32645,0,0,0
57,3104579,0,32645,0,0,0
58,3104579,0,32645,0,0,0
59,3104579,0,32645,0,0,0
60,3104579,0,32645,0,0,0
61,3104579,0,32645,0,0,0
62,3104579,0,32645,0,0,0
63,3104579,0,32645,0,0,0
64,3104579,0,32645,0,0,0
65,3104579,0,32645,0,0,0
66,3104579,0,32645,0,0,0
67,3104579,0,32645,0,0,0
68,3104579,0,32645,0,0,0
69,3104579,0,32645,0,0,0
70,3104579,0,32645,0,0,0
71,3104579,0,32645,0,0,0
72,3104579,0,32645,0,0,0
73,3104579,0,32645,0,0,0
74,3104579,0,32645,0,0,0
75,3104579,0,32645,0,0,0
76,3104579,0,32645,0,0,0
77,3104579,0,32645,0,0,0
78,3104579,0,32645,0,0,0
79,3104579,0,32645,0,0,0
80,3104579,0,32645,0,0,0
81,3104579,0,32645,0,0,0
82,3104579,0,32645,0,0,0
83,3104579,0,32645,0,0,0
84,3104579,0,32645,0,0,0
85,3104579,0,32645,0,0,0
86,3104579,0,32645,0,0,0
87,3104579,0,32645,0,0,0
88,3104579,0,32645,0,0,0
89,3104579,0,32645,0,0,0
90,3104579,0,32645,0,0,0
91,3104579,0,32645,0,0,0
92,3104579,0,32645,0,0,0
93,3104579,0,32645,0,0,0
94,3104579,0,32645,0,0,0
95,3104579,0,32645,0,0,0
96,3104579,0,32645,0,0,0
97,3104579,0,32645,0,0,0
98,3104579,0,32645,0,0,0
99,3104579,0,32645,0,0,0
100,3104579,0,32645,0,0,0
101,3104579,0,32645,0,0,0
102,3104579,0,32645,0,0,0
103,3104579,0,32645,0,0,0
104,3104579,0,32645,0,0,0
105,3104579,0,32645,0,0,0
106,3104579,0,32645,0,0,0
107,3104579,0,32645,0,0,0
108,3104579,0,32645,0,0,0
109,3104579,0,32645,0,0,0
110,3104579,0,32645,0,0,0
111,3104579,0,32645,0,0,0
112,3104579,0,32645,0,0,0
113,3104579,0,32645,0,0,0
114,3104579,0,32645,0,0,0
115,3104579,0,32645,0,0,0
116,3104579,0,32645,0,0,0
117,3104579,0,32645,0,0,0
118,3104579,0,32645,0,0,0
119,3104579,0,32645,0,0,0
120,3104579,0,32645,0,0,0
121,3104579,0,32645,0,0,0
122,3104579,0,32645,0,0,0
123,3104579,0,32645,0,0,0
124,3104579,0,32645,0,0,0
125,3104579,0,32645,0,0,0
126,3104579,0,32645,0,0,0
127,3104579,0,32645,0,0,0
128,3104579,0,32645,0,0,0
129,3104579,0,32645,0,0,0
130,3104579,0,32645,0,0,0
131,3104579,0,32645,0,0,0
132,3104579,0,32645,0,0,0
133,3104579,0,32645,0,0,0
134,3104579,0,32645,0,0,0
135,3104579,0,32645,0,0,0
136,3104579,0,32645,0,0,0
137,3104579,0,32645,0,0,0
138,3104579,0,32645,0,0,0
139,3104579,0,32645,0,0,0
140,3104579,0,32645,0,0,0
141,3104579,0,32645,0,0,0
142,3104579,0,32645,0,0,0
143,3104579,0,32645,0,0,0
144,3104579,0,31285,1360,0,0
145,3104579,0,31285,1360,0,0
146,3104579,0,31285,1360,0,0
147,3104579,0,31285,1360,0,0
148,3104579,0,31285,1360,0,0
149,3104579,0,31285,1360,0,0
150,3104579,0,31285,1360,0,0
151,3103405,1174,31285,1360,0,0
152,3102963,1616,31285,1360,0,0
153,3101640,2939,31285,1360,0,0
154,3100406,4173,31285,1360,0,0
155,3099226,5353,31285,1360,0,0
156,3098477,6102,31285,1360,0,0
157,3097728,6851,31285,1360,0,0
158,3097077,7502,31285,1360,0,0
159,3096491,8088,31285,1360,0,0
160,3095916,8663,31285,1360,0,0
161,3094566,10013,31285,1360,0,0
162,3094566,10013,31285,1360,0,0
163,3094566,10013,31285,1360,0,0
164,3094566,10013,31285,1360,0,0
165,3094566,10013,31285,1360,0,0
166,3094566,10013,31285,1360,0,0
167,3094566,10013,31285,1360,0,0
168,3094566,10013,29889,2756,0,0
169,3094566,10013,29889,2756,0,0
170,3094566,10013,29889,2756,0,0
171,3094566,10013,29889,2756,0,0
172,3094566,10013,29889,2756,0,0
173,3094566,10013,29889,2756,0,0
174,3094566,10013,29889,2756,0,0
175,3092257,12322,29889,2756,0,0
176,3091477,13102,29889,2756,0,0
177,3089188,15391,29889,2756,0,0
178,3086990,17589,29889,2756,0,0
179,3084922,19657,29889,2756,0,0
180,3083544,21035,29889,2756,0,0
181,3082247,22332,29889,2756,0,0
182,3081063,23516,29889,2756,0,0
183,3080003,24576,29889,2756,0,0
184,3078968,25611,29889,2756,0,0
185,3076263,28316,29889,2756,0,0
186,3076263,28316,29889,2756,0,0
187,3076263,28316,29889,2756,0,0
188,3076263,28316,29889,2756,0,0
189,3076263,28316,29889,2756,0,0
190,3076263,28316,29889,2756,0,0
191,3076263,28316,29889,2756,0,0
192,3076263,28316,28518,4127,0,0
193,3076263,28316,28518,4127,0,0
194,3076263,28316,28518,4127,0,0
195,3076263,28316,28518,4127,0,0
196,3076263,28316,28518,4127,0,0
197,3076263,28316,28518,4127,0,0
198,3076263,28316,28518,4127,0,0
199,3072757,30862,29478,4127,0,0
200,3071779,30835,30483,4127,0,0
201,3068443,33083,31571,4127,0,0
202,3065255,35007,32835,4127,0,0
203,3062315,36929,33853,4127,0,0
204,3060472,37905,34720,4127,0,0
205,3058625,39069,35403,4127,0,0
206,3056954,40080,36063,4127,0,0
207,3055446,40986,36665,4127,0,0
208,3053926,41656,37515,4127,0,0
209,3049899,44944,38254,4127,0,0
210,3049899,44667,38531,4127,0,0
211,3049899,44667,38531,4127,0,0
212,3049899,44667,38531,4127,0,0
213,3049899,44667,38531,4127,0,0
214,3049899,44667,38531,4127,0,0
215,3049899,44667,38531,4127,0,0
216,3049899,44667,37177,5481,0,0
217,3049899,44667,37177,5481,0,0
218,3049899,44667,37177,5481,0,0
219,3049899,44667,37177,5481,0,0
220,3049899,44667,37177,5481,0,0
221,3049899,44667,37177,5481,0,0
222,3049899,44667,37177,5481,0,0
223,3045420,47376,38947,5481,0,0
224,3044285,46623,40835,5481,0,0
225,3040318,48685,42740,5481,0,0
226,3036339,50447,44957,5481,0,0
227,3032557,52382,46804,5481,0,0
228,3030208,53193,48342,5481,0,0
229,3027893,54237,49613,5481,0,0
230,3025769,55191,50783,5481,0,0
231,3023726,56155,51862,5481,0,0
232,3021885,56406,53452,5481,0,0
233,3016663,60202,54878,5481,0,0
234,3016663,59600,55480,5481,0,0
235,3016663,59600,55480,5481,0,0
236,3016663,59600,55480,5481,0,0
237,3016663,59600,55480,5481,0,0
238,3016663,59600,55480,5481,0,0
239,3016663,59600,55480,5481,0,0
240,3016663,59600,54121,6840,0,0
241,3016663,59600,54121,6840,0,0
242,3016663,59600,54121,6840,0,0
243,3016663,59600,54121,6840,0,0
244,3016663,59600,54121,6840,0,0
245,3016663,59600,54121,6840,0,0
246,3016663,59600,54121,6840,0,0
247,3011296,62310,56778,6840,0,0
248,3009968,60925,59491,6840,0,0
249,3005481,62623,62280,6840,0,0
250,3000982,64033,65369,6840,0,0
251,2996721,65670,67993,6840,0,0
252,2993986,66256,70142,6840,0,0
253,2991396,67093,71895,6840,0,0
254,2988972,67897,73515,6840,0,0
255,2986733,68557,75094,6840,0,0
256,2984611,68261,77512,6840,0,0
257,2978340,72424,79620,6840,0,0
258,2978340,71559,80485,6840,0,0
259,2978340,71559,80485,6840,0,0
260,2978340,71559,80485,6840,0,0
261,2978340,71559,80485,6840,0,0
262,2978340,71559,80485,6840,0,0
263,2978340,71559,80485,6840,0,0
264,2978340,71559,80485,6840,0,0
265,2978340,71559,80485,6840,0,0
266,2978340,71559,80485,6840,0,0
267,2978340,71559,80485,6840,0,0
268,2978340,71559,80485,6840,0,0
269,2978340,71559,80485,6840,0,0
270,2978340,71559,80485,6840,0,0
271,2972989,73558,83837,6840,0,0
272,2972044,71125,87215,6840,0,0
273,2968276,71631,90477,6840,0,0
274,2964538,71380,94466,6840,0,0
275,2960878,71716,97790,6840,0,0
276,2958498,71476,100410,6840,0,0
277,2956279,71416,102689,6840,0,0
278,2954208,71336,104840,6840,0,0
279,2952365,71224,106795,6840,0,0
280,2950648,69892,109844,6840,0,0
281,2944738,73129,112517,6840,0,0
282,2944738,71925,113721,6840,0,0
283,2944738,71925,113721,6840,0,0
284,2944738,71925,113721,6840,0,0
285,2944738,71925,113721,6840,0,0
286,2944738,71925,113721,6840,0,0
287,2944738,71925,103994,6840,9727,0
288,2944738,71925,103561,7273,9727,0
289,2944738,71925,103561,7273,9727,0
290,2944738,71925,103561,7273,9727,0
291,2944738,71925,103561,7273,9727,0
292,2944738,71925,103561,7273,9727,0
293,2944738,71925,103561,7273,9727,0
294,2944738,71925,103561,7273,9727,0
295,2939276,73308,107640,7273,9727,0
296,2938868,69920,111436,7273,9727,0
297,2937976,66958,115290,7273,9727,0
298,2937014,63526,119684,7273,9727,0
299,2936080,60682,123462,7273,9727,0
300,2935918,57858,126448,7273,9727,0
301,2935789,55409,129026,7273,9727,0
302,2935653,53099,131472,7273,9727,0
303,2935514,50965,133745,7273,9727,0
304,2935407,47566,137251,7273,9727,0
305,2930064,49702,140458,7273,9727,0
306,2930057,48283,141884,7273,9727,0
307,2930045,48295,141884,7273,9727,0
308,2930038,48302,141884,7273,9727,0
309,2930034,48306,141884,7273,9727,0
310,2930031,48309,141884,7273,9727,0
311,2930031,48309,141884,7273,9727,0
312,2930031,48309,140681,8476,9727,0
313,2930031,48309,140681,8476,9727,0
314,2930031,48309,140681,8476,9727,0
