hour,susceptible,exposed,infected,hospitalized,recovered,deceased,totalinfected
1,3104579,32645,0,0,0,0,0
2,3104579,32645,0,0,0,0,0
3,3104579,32645,0,0,0,0,0
4,3104579,32645,0,0,0,0,0
5,3104579,32645,0,0,0,0,0
6,3104579,32645,0,0,0,0,0
7,3104579,32645,0,0,0,0,0
8,3104579,32645,0,0,0,0,0
9,3104579,32645,0,0,0,0,0
10,3104579,32645,0,0,0,0,0
11,3104579,32645,0,0,0,0,0
12,3104579,32645,0,0,0,0,0
13,3104579,32645,0,0,0,0,0
14,3104579,32645,0,0,0,0,0
15,3104579,32645,0,0,0,0,0
16,3104579,32645,0,0,0,0,0
17,3104579,32645,0,0,0,0,0
18,3104579,32645,0,0,0,0,0
19,3104579,32645,0,0,0,0,0
20,3104579,32645,0,0,0,0,0
21,3104579,32645,0,0,0,0,0
22,3104579,32645,0,0,0,0,0
23,3104579,32645,0,0,0,0,0
24,3104579,32645,0,0,0,0,0
25,3104579,32645,0,0,0,0,0
26,3104579,32645,0,0,0,0,0
27,3104579,32645,0,0,0,0,0
28,3104579,32645,0,0,0,0,0
29,3104579,32645,0,0,0,0,0
30,3104579,32645,0,0,0,0,0
31,3104579,32645,0,0,0,0,0
32,3104579,32645,0,0,0,0,0
33,3104579,32645,0,0,0,0,0
34,3104579,32645,0,0,0,0,0
35,3104579,32645,0,0,0,0,0
36,3104579,32645,0,0,0,0,0
37,3104579,32645,0,0,0,0,0
38,3104579,32645,0,0,0,0,0
39,3104579,32645,0,0,0,0,0
40,3104579,32645,0,0,0,0,0
41,3104579,32645,0,0,0,0,0
42,3104579,32645,0,0,0,0,0
43,3104579,32645,0,0,0,0,0
44,3104579,32645,0,0,0,0,0
45,3104579,32645,0,0,0,0,0
46,3104579,32645,0,0,0,0,0
47,3104579,32645,0,0,0,0,0
48,3104579,32645,0,0,0,0,0
49,3104579,32645,0,0,0,0,0
50,3104579,32645,0,0,0,0,0
51,3104579,32645,0,0,0,0,0
52,3104579,32645,0,0,0,0,0
53,3104579,32645,0,0,0,0,0
54,3104579,32645,0,0,0,0,0
55,3104579,0,32645,0,0,0,32645
56,3104579,0,32645,0,0,0,32645
57,3104579,0,32645,0,0,0,32645
58,3104579,0,32645,0,0,0,32645
59,3104579,0,32645,0,0,0,32645
60,3104579,0,32645,0,0,0,32645
61,3104579,0,32645,0,0,0,32645
62,3104579,0,32645,0,0,0,32645
63,3104579,0,32645,0,0,0,32645
64,3104579,0,32645,0,0,0,32645
65,3104579,0,32645,0,0,0,32645
66,3104579,0,32645,0,0,0,32645
67,3104579,0,32645,0,0,0,32645
68,3104579,0,32645,0,0,0,32645
69,3104579,0,32645,0,0,0,32645
70,3104579,0,32645,0,0,0,32645
71,3104579,0,32645,0,0,0,32645
72,3104579,0,32645,0,0,0,32645
73,3104579,0,32645,0,0,0,32645
74,3104579,0,32645,0,0,0,32645
75,3104579,0,32645,0,0,0,32645
76,3104579,0,32645,0,0,0,32645
77,3104579,0,32645,0,0,0,32645
78,3104579,0,32645,0,0,0,32645
79,3104579,0,32645,0,0,0,32645
80,3104579,0,32645,0,0,0,32645
81,3104579,0,32645,0,0,0,32645
82,3104579,0,32645,0,0,0,32645
83,3104579,0,32645,0,0,0,32645
84,3104579,0,32645,0,0,0,32645
85,3104579,0,32645,0,0,0,32645
86,3104579,0,32645,0,0,0,32645
87,3104579,0,32645,0,0,0,32645
88,3104579,0,32645,0,0,0,32645
89,3104579,0,32645,0,0,0,32645
90,3104579,0,32645,0,0,0,32645
91,3104579,0,32645,0,0,0,32645
92,3104579,0,32645,0,0,0,32645
93,3104579,0,32645,0,0,0,32645
94,3104579,0,32645,0,0,0,32645
95,3104579,0,32645,0,0,0,32645
96,3104579,0,32645,0,0,0,32645
97,3104579,0,32645,0,0,0,32645
98,3104579,0,32645,0,0,0,32645
99,3104579,0,32645,0,0,0,32645
100,3104579,0,32645,0,0,0,32645
101,3104579,0,32645,0,0,0,32645
102,3104579,0,32645,0,0,0,32645
103,3104579,0,32645,0,0,0,32645
104,3104579,0,32645,0,0,0,32645
105,3104579,0,32645,0,0,0,32645
106,3104579,0,32645,0,0,0,32645
107,3104579,0,32645,0,0,0,32645
108,3104579,0,32645,0,0,0,32645
109,3104579,0,32645,0,0,0,32645
110,3104579,0,32645,0,0,0,32645
111,3104579,0,32645,0,0,0,32645
112,3104579,0,32645,0,0,0,32645
113,3104579,0,32645,0,0,0,32645
114,3104579,0,32645,0,0,0,32645
115,3104579,0,32645,0,0,0,32645
116,3104579,0,32645,0,0,0,32645
117,3104579,0,32645,0,0,0,32645
118,3104579,0,32645,0,0,0,32645
119,3104579,0,32645,0,0,0,32645
120,3104579,0,32645,0,0,0,32645
121,3104579,0,32645,0,0,0,32645
122,3104579,0,32645,0,0,0,32645
123,3104579,0,32645,0,0,0,32645
124,3104579,0,32645,0,0,0,32645
125,3104579,0,32645,0,0,0,32645
126,3104579,0,32645,0,0,0,32645
127,3104579,0,32645,0,0,0,32645
128,3104579,0,32645,0,0,0,32645
129,3104579,0,32645,0,0,0,32645
130,3104579,0,32645,0,0,0,32645
131,3104579,0,32645,0,0,0,32645
132,3104579,0,32645,0,0,0,32645
133,3104579,0,32645,0,0,0,32645
134,3104579,0,32645,0,0,0,32645
135,3104579,0,32645,0,0,0,32645
136,3104579,0,32645,0,0,0,32645
137,3104579,0,32645,0,0,0,32645
138,3104579,0,32645,0,0,0,32645
139,3104579,0,32645,0,0,0,32645
140,3104579,0,32645,0,0,0,32645
141,3104579,0,32645,0,0,0,32645
142,3104579,0,32645,0,0,0,32645
143,3104579,0,32645,0,0,0,32645
144,3104579,0,31285,1360,0,0,32645
145,3104579,0,31285,1360,0,0,32645
146,3104579,0,31285,1360,0,0,32645
147,3104579,0,31285,1360,0,0,32645
148,3104579,0,31285,1360,0,0,32645
149,3104579,0,31285,1360,0,0,32645
150,3104579,0,31285,1360,0,0,32645
151,3103405,1174,31285,1360,0,0,32645
152,3102963,1616,31285,1360,0,0,32645
153,3101640,2939,31285,1360,0,0,32645
154,3100406,4173,31285,1360,0,0,32645
155,3099226,5353,31285,1360,0,0,32645
156,3098477,6102,31285,1360,0,0,32645
157,3097728,6851,31285,1360,0,0,32645
158,3097077,7502,31285,1360,0,0,32645
159,3096491,8088,31285,1360,0,0,32645
160,3095916,8663,31285,1360,0,0,32645
161,3094566,10013,31285,1360,0,0,32645
162,3094566,10013,31285,1360,0,0,32645
163,3094566,10013,31285,1360,0,0,32645
164,3094566,10013,31285,1360,0,0,32645
165,3094566,10013,31285,1360,0,0,32645
166,3094566,10013,31285,1360,0,0,32645
167,3094566,10013,31285,1360,0,0,32645
168,3094566,10013,29889,2756,0,0,32645
169,3094566,10013,29889,2756,0,0,32645
170,3094566,10013,29889,2756,0,0,32645
171,3094566,10013,29889,2756,0,0,32645
172,3094566,10013,29889,2756,0,0,32645
173,3094566,10013,29889,2756,0,0,32645
174,3094566,10013,29889,2756,0,0,32645
175,3092257,12322,29889,2756,0,0,32645
176,3091477,13102,29889,2756,0,0,32645
177,3089188,15391,29889,2756,0,0,32645
178,3086990,17589,29889,2756,0,0,32645
179,3084922,19657,29889,2756,0,0,32645
180,3083544,21035,29889,2756,0,0,32645
181,3082247,22332,29889,2756,0,0,32645
182,3081063,23516,29889,2756,0,0,32645
183,3080003,24576,29889,2756,0,0,32645
184,3078968,25611,29889,2756,0,0,32645
185,3076263,28316,29889,2756,0,0,32645
186,3076263,28316,29889,2756,0,0,32645
187,3076263,28316,29889,2756,0,0,32645
188,3076263,28316,29889,2756,0,0,32645
189,3076263,28316,29889,2756,0,0,32645
190,3076263,28316,29889,2756,0,0,32645
191,3076263,28316,29889,2756,0,0,32645
192,3076263,28316,28518,4127,0,0,32645
193,3076263,28316,28518,4127,0,0,32645
194,3076263,28316,28518,4127,0,0,32645
195,3076263,28316,28518,4127,0,0,32645
196,3076263,28316,28518,4127,0,0,32645
197,3076263,28316,28518,4127,0,0,32645
198,3076263,28316,28518,4127,0,0,32645
199,3072757,30862,29478,4127,0,0,33605
200,3071779,30835,30483,4127,0,0,34610
201,3068443,33083,31571,4127,0,0,35698
202,3065255,35007,32835,4127,0,0,36962
203,3062315,36929,33853,4127,0,0,37980
204,3060472,37905,34720,4127,0,0,38847
205,3058625,39069,35403,4127,0,0,39530
206,3056954,40080,36063,4127,0,0,40190
207,3055446,40986,36665,4127,0,0,40792
208,3053926,41656,37515,4127,0,0,41642
209,3049899,44944,38254,4127,0,0,42381
210,3049899,44667,38531,4127,0,0,42658
211,3049899,44667,38531,4127,0,0,42658
212,3049899,44667,38531,4127,0,0,42658
213,3049899,44667,38531,4127,0,0,42658
214,3049899,44667,38531,4127,0,0,42658
215,3049899,44667,38531,4127,0,0,42658
216,3049899,44667,37177,5481,0,0,42658
217,3049899,44667,37177,5481,0,0,42658
218,3049899,44667,37177,5481,0,0,42658
219,3049899,44667,37177,5481,0,0,42658
220,3049899,44667,37177,5481,0,0,42658
221,3049899,44667,37177,5481,0,0,42658
222,3049899,44667,37177,5481,0,0,42658
223,3045420,47376,38947,5481,0,0,44428
224,3044285,46623,40835,5481,0,0,46316
225,3040318,48685,42740,5481,0,0,48221
226,3036339,50447,44957,5481,0,0,50438
227,3032557,52382,46804,5481,0,0,52285
228,3030208,53193,48342,5481,0,0,53823
229,3027893,54237,49613,5481,0,0,55094
230,3025769,55191,50783,5481,0,0,56264
231,3023726,56155,51862,5481,0,0,57343
232,3021885,56406,53452,5481,0,0,58933
233,3016663,60202,54878,5481,0,0,60359
234,3016663,59600,55480,5481,0,0,60961
235,3016663,59600,55480,5481,0,0,60961
236,3016663,59600,55480,5481,0,0,60961
237,3016663,59600,55480,5481,0,0,60961
238,3016663,59600,55480,5481,0,0,60961
239,3016663,59600,55480,5481,0,0,60961
240,3016663,59600,54121,6840,0,0,60961
241,3016663,59600,54121,6840,0,0,60961
242,3016663,59600,54121,6840,0,0,60961
243,3016663,59600,54121,6840,0,0,60961
244,3016663,59600,54121,6840,0,0,60961
245,3016663,59600,54121,6840,0,0,60961
246,3016663,59600,54121,6840,0,0,60961
247,3011296,62310,56778,6840,0,0,63618
248,3009968,60925,59491,6840,0,0,66331
249,3005481,62623,62280,6840,0,0,69120
250,3000982,64033,65369,6840,0,0,72209
251,2996721,65670,67993,6840,0,0,74833
252,2993986,66256,70142,6840,0,0,76982
253,2991396,67093,71895,6840,0,0,78735
254,2988972,67897,73515,6840,0,0,80355
255,2986733,68557,75094,6840,0,0,81934
256,2984611,68261,77512,6840,0,0,84352
257,2978340,72424,79620,6840,0,0,86460
258,2978340,71559,80485,6840,0,0,87325
259,2978340,71559,80485,6840,0,0,87325
260,2978340,71559,80485,6840,0,0,87325
261,2978340,71559,80485,6840,0,0,87325
262,2978340,71559,80485,6840,0,0,87325
263,2978340,71559,80485,6840,0,0,87325
264,2978340,71559,80485,6840,0,0,87325
265,2978340,71559,80485,6840,0,0,87325
266,2978340,71559,80485,6840,0,0,87325
267,2978340,71559,80485,6840,0,0,87325
268,2978340,71559,80485,6840,0,0,87325
269,2978340,71559,80485,6840,0,0,87325
270,2978340,71559,80485,6840,0,0,87325
271,2972989,73558,83837,6840,0,0,90677
272,2972044,71125,87215,6840,0,0,94055
273,2968276,71631,90477,6840,0,0,97317
274,2964538,71380,94466,6840,0,0,101306
275,2960878,71716,97790,6840,0,0,104630
276,2958498,71476,100410,6840,0,0,107250
277,2956279,71416,102689,6840,0,0,109529
278,2954208,71336,104840,6840,0,0,111680
279,2952365,71224,106795,6840,0,0,113635
280,2950648,69892,109844,6840,0,0,116684
281,2944738,73129,112517,6840,0,0,119357
282,2944738,71925,113721,6840,0,0,120561
283,2944738,71925,113721,6840,0,0,120561
284,2944738,71925,113721,6840,0,0,120561
285,2944738,71925,113721,6840,0,0,120561
286,2944738,71925,113721,6840,0,0,120561
287,2944738,71925,103994,6840,9727,0,120561
288,2944738,71925,103561,7273,9727,0,120561
289,2944738,71925,103561,7273,9727,0,120561
290,2944738,71925,103561,7273,9727,0,120561
291,2944738,71925,103561,7273,9727,0,120561
292,2944738,71925,103561,7273,9727,0,120561
293,2944738,71925,103561,7273,9727,0,120561
294,2944738,71925,103561,7273,9727,0,120561
295,2939276,73308,107640,7273,9727,0,124640
296,2938868,69920,111436,7273,9727,0,128436
297,2937976,66958,115290,7273,9727,0,132290
298,2937014,63526,119684,7273,9727,0,136684
299,2936080,60682,123462,7273,9727,0,140462
300,2935918,57858,126448,7273,9727,0,143448
301,2935789,55409,129026,7273,9727,0,146026
302,2935653,53099,131472,7273,9727,0,148472
303,2935514,50965,133745,7273,9727,0,150745
304,2935407,47566,137251,7273,9727,0,154251
305,2930064,49702,140458,7273,9727,0,157458
306,2930057,48283,141884,7273,9727,0,158884
307,2930045,48295,141884,7273,9727,0,158884
308,2930038,48302,141884,7273,9727,0,158884
309,2930034,48306,141884,7273,9727,0,158884
310,2930031,48309,141884,7273,9727,0,158884
311,2930031,48309,141884,7273,9727,0,158884
312,2930031,48309,140681,8476,9727,0,158884
313,2930031,48309,140681,8476,9727,0,158884
314,2930031,48309,140681,8476,9727,0,158884
315,2930031,48309,140681,8476,9727,0,158884
316,2930031,48309,140681,8476,9727,0,158884
317,2930031,48309,140681,8476,9727,0,158884
318,2930031,48309,140681,8476,9727,0,158884
319,2924221,50208,144592,8476,9727,0,162795
320,2923531,47498,147992,8476,9727,0,166195
321,2922016,45853,151152,8476,9727,0,169355
322,2920344,43844,154833,8476,9727,0,173036
323,2918719,42171,158131,8476,9727,0,176334
324,2918140,40130,160751,8476,9727,0,178954
325,2917576,38490,162955,8476,9727,0,181158
326,2917060,37008,164953,8476,9727,0,183156
327,2916643,35540,166838,8476,9727,0,185041
328,2916191,32879,169951,8476,9727,0,188154
329,2910451,35600,172970,8476,9727,0,191173
330,2910418,34320,174283,8476,9727,0,192486
331,2910392,34346,174283,8476,9727,0,192486
332,2910377,34361,174283,8476,9727,0,192486
333,2910370,34368,174283,8476,9727,0,192486
334,2910355,34383,174283,8476,9727,0,192486
335,2910355,34383,174283,8476,9727,0,192486
336,2910355,34383,172119,10640,9727,0,192486
337,2910355,34383,172119,10640,9727,0,192486
338,2910355,34383,172119,10640,9727,0,192486
339,2910355,34383,172119,10640,9727,0,192486
340,2910355,34383,172119,10640,9727,0,192486
341,2910355,34383,172119,10640,9727,0,192486
342,2910355,34383,172119,10640,9727,0,192486
343,2904003,36975,175879,10640,9727,0,196246
344,2902838,35822,178197,10640,9727,0,198564
345,2899904,37960,178993,10640,9727,0,199360
346,2897006,39887,179964,10640,9727,0,200331
