hour,susceptible,exposed,infected,hospitalized,recovered,deceased
1,3104579,32645,0,0,0,0
2,3104579,32645,0,0,0,0
3,3104579,32645,0,0,0,0
4,3104579,32645,0,0,0,0
5,3104579,32645,0,0,0,0
6,3104579,32645,0,0,0,0
7,3104579,32645,0,0,0,0
8,3104579,32645,0,0,0,0
9,3104579,32645,0,0,0,0
10,3104579,32645,0,0,0,0
11,3104579,32645,0,0,0,0
12,3104579,32645,0,0,0,0
13,3104579,32645,0,0,0,0
14,3104579,32645,0,0,0,0
15,3104579,32645,0,0,0,0
16,3104579,32645,0,0,0,0
17,3104579,32645,0,0,0,0
18,3104579,32645,0,0,0,0
19,3104579,32645,0,0,0,0
20,3104579,32645,0,0,0,0
21,3104579,32645,0,0,0,0
22,3104579,32645,0,0,0,0
23,3104579,32645,0,0,0,0
24,3104579,32645,0,0,0,0
25,3104579,32645,0,0,0,0
26,3104579,32645,0,0,0,0
27,3104579,32645,0,0,0,0
28,3104579,32645,0,0,0,0
29,3104579,32645,0,0,0,0
30,3104579,32645,0,0,0,0
31,3104579,32645,0,0,0,0
32,3104579,32645,0,0,0,0
33,3104579,32645,0,0,0,0
34,3104579,32645,0,0,0,0
35,3104579,32645,0,0,0,0
36,3104579,32645,0,0,0,0
37,3104579,32645,0,0,0,0
38,3104579,32645,0,0,0,0
39,3104579,32645,0,0,0,0
40,3104579,32645,0,0,0,0
41,3104579,32645,0,0,0,0
42,3104579,32645,0,0,0,0
43,3104579,32645,0,0,0,0
44,3104579,32645,0,0,0,0
45,3104579,32645,0,0,0,0
46,3104579,32645,0,0,0,0
47,3104579,32645,0,0,0,0
48,3104579,32645,0,0,0,0
49,3104579,32645,0,0,0,0
50,3104579,32645,0,0,0,0
51,3104579,32645,0,0,0,0
52,3104579,32645,0,0,0,0
53,3104579,32645,0,0,0,0
54,3104579,32645,0,0,0,0
55,3104579,0,32645,0,0,0
56,3104579,0,32645,0,0,0
57,3104579,0,32645,0,0,0
58,3104579,0,32645,0,0,0
59,3104579,0,32645,0,0,0
60,3104579,0,32645,0,0,0
61,3104579,0,32645,0,0,0
62,3104579,0,32645,0,0,0
63,3104579,0,32645,0,0,0
64,3104579,0,32645,0,0,0
65,3104579,0,32645,0,0,0
66,3104579,0,32645,0,0,0
67,3104579,0,32645,0,0,0
68,3104579,0,32645,0,0,0
69,3104579,0,32645,0,0,0
70,3104579,0,32645,0,0,0
71,3104579,0,32645,0,0,0
72,3104579,0,32645,0,0,0
73,3104579,0,32645,0,0,0
74,3104579,0,32645,0,0,0
75,3104579,0,32645,0,0,0
76,3104579,0,32645,0,0,0
77,3104579,0,32645,0,0,0
78,3104579,0,32645,0,0,0
79,3104579,0,32645,0,0,0
80,3104579,0,32645,0,0,0
81,3104579,0,32645,0,0,0
82,3104579,0,32645,0,0,0
83,3104579,0,32645,0,0,0
84,3104579,0,32645,0,0,0
85,3104579,0,32645,0,0,0
86,3104579,0,32645,0,0,0
87,3104579,0,32645,0,0,0
88,3104579,0,32645,0,0,0
89,3104579,0,32645,0,0,0
90,3104579,0,32645,0,0,0
91,3104579,0,32645,0,0,0
92,3104579,0,32645,0,0,0
93,3104579,0,32645,0,0,0
94,3104579,0,32645,0,0,0
95,3104579,0,32645,0,0,0
96,3104579,0,32645,0,0,0
97,3104579,0,32645,0,0,0
98,3104579,0,32645,0,0,0
99,3104579,0,32645,0,0,0
100,3104579,0,32645,0,0,0
101,3104579,0,32645,0,0,0
102,3104579,0,32645,0,0,0
103,3104579,0,32645,0,0,0
104,3104579,0,32645,0,0,0
105,3104579,0,32645,0,0,0
106,3104579,0,32645,0,0,0
107,3104579,0,32645,0,0,0
108,3104579,0,32645,0,0,0
109,3104579,0,32645,0,0,0
110,3104579,0,32645,0,0,0
111,3104579,0,32645,0,0,0
112,3104579,0,32645,0,0,0
113,3104579,0,32645,0,0,0
114,3104579,0,32645,0,0,0
115,3104579,0,32645,0,0,0
116,3104579,0,32645,0,0,0
117,3104579,0,32645,0,0,0
118,3104579,0,32645,0,0,0
119,3104579,0,32645,0,0,0
120,3104579,0,32645,0,0,0
121,3104579,0,32645,0,0,0
122,3104579,0,32645,0,0,0
123,3104579,0,32645,0,0,0
124,3104579,0,32645,0,0,0
125,3104579,0,32645,0,0,0
126,3104579,0,32645,0,0,0
127,3104579,0,32645,0,0,0
128,3104579,0,32645,0,0,0
129,3104579,0,32645,0,0,0
130,3104579,0,32645,0,0,0
131,3104579,0,32645,0,0,0
132,3104579,0,32645,0,0,0
133,3104579,0,32645,0,0,0
134,3104579,0,32645,0,0,0
135,3104579,0,32645,0,0,0
136,3104579,0,32645,0,0,0
137,3104579,0,32645,0,0,0
138,3104579,0,32645,0,0,0
139,3104579,0,32645,0,0,0
140,3104579,0,32645,0,0,0
141,3104579,0,32645,0,0,0
142,3104579,0,32645,0,0,0
143,3104579,0,32645,0,0,0
144,3104579,0,31268,1377,0,0
145,3104579,0,31268,1377,0,0
146,3104579,0,31268,1377,0,0
147,3104579,0,31268,1377,0,0
148,3104579,0,31268,1377,0,0
149,3104579,0,31268,1377,0,0
150,3104579,0,31268,1377,0,0
151,3104565,14,31268,1377,0,0
152,3103930,649,31268,1377,0,0
153,3103493,1086,31268,1377,0,0
154,3103186,1393,31268,1377,0,0
155,3103012,1567,31268,1377,0,0
156,3103002,1577,31268,1377,0,0
157,3102995,1584,31268,1377,0,0
158,3102989,1590,31268,1377,0,0
159,3102977,1602,31268,1377,0,0
160,3102968,1611,31268,1377,0,0
161,3102955,1624,31268,1377,0,0
162,3102955,1624,31268,1377,0,0
163,3102955,1624,31268,1377,0,0
164,3102955,1624,31268,1377,0,0
165,3102955,1624,31268,1377,0,0
166,3102955,1624,31268,1377,0,0
167,3102955,1624,31268,1377,0,0
168,3102955,1624,29935,2710,0,0
169,3102955,1624,29935,2710,0,0
170,3102955,1624,29935,2710,0,0
171,3102955,1624,29935,2710,0,0
172,3102955,1624,29935,2710,0,0
173,3102955,1624,29935,2710,0,0
174,3102955,1624,29935,2710,0,0
175,3102929,1650,29935,2710,0,0
176,3102182,2397,29935,2710,0,0
177,3101702,2877,29935,2710,0,0
178,3101393,3186,29935,2710,0,0
179,3101153,3426,29935,2710,0,0
180,3101137,3442,29935,2710,0,0
181,3101128,3451,29935,2710,0,0
182,3101116,3463,29935,2710,0,0
183,3101104,3475,29935,2710,0,0
184,3101092,3487,29935,2710,0,0
185,3101057,3522,29935,2710,0,0
186,3101057,3522,29935,2710,0,0
187,3101057,3522,29935,2710,0,0
188,3101057,3522,29935,2710,0,0
189,3101057,3522,29935,2710,0,0
190,3101057,3522,29935,2710,0,0
191,3101057,3522,29935,2710,0,0
192,3101057,3522,28568,4077,0,0
193,3101057,3522,28568,4077,0,0
194,3101057,3522,28568,4077,0,0
195,3101057,3522,28568,4077,0,0
196,3101057,3522,28568,4077,0,0
197,3101057,3522,28568,4077,0,0
198,3101057,3522,28568,4077,0,0
199,3101025,3351,28771,4077,0,0
200,3100212,3735,29200,4077,0,0
201,3099673,3828,29646,4077,0,0
202,3099312,3883,29952,4077,0,0
203,3099086,3960,30101,4077,0,0
204,3099064,3936,30147,4077,0,0
205,3099041,3952,30154,4077,0,0
206,3099029,3957,30161,4077,0,0
207,3099007,3969,30171,4077,0,0
208,3098983,3984,30180,4077,0,0
209,3098930,4029,30188,4077,0,0
210,3098930,4025,30192,4077,0,0
211,3098930,4025,30192,4077,0,0
212,3098930,4025,30192,4077,0,0
213,3098930,4025,30192,4077,0,0
214,3098930,4025,30192,4077,0,0
215,3098930,4025,30192,4077,0,0
216,3098930,4025,28835,5434,0,0
217,3098930,4025,28835,5434,0,0
218,3098930,4025,28835,5434,0,0
219,3098930,4025,28835,5434,0,0
220,3098930,4025,28835,5434,0,0
221,3098930,4025,28835,5434,0,0
222,3098930,4025,28835,5434,0,0
223,3098857,3833,29100,5434,0,0
224,3098062,4140,29588,5434,0,0
225,3097517,4179,30094,5434,0,0
226,3097170,4222,30398,5434,0,0
227,3096930,4267,30593,5434,0,0
228,3096915,4223,30652,5434,0,0
229,3096891,4236,30663,5434,0,0
230,3096861,4255,30674,5434,0,0
231,3096838,4265,30687,5434,0,0
232,3096818,4269,30703,5434,0,0
233,3096744,4327,30719,5434,0,0
234,3096744,4313,30733,5434,0,0
235,3096744,4313,30733,5434,0,0
236,3096744,4313,30733,5434,0,0
237,3096744,4313,30733,5434,0,0
238,3096744,4313,30733,5434,0,0
239,3096744,4313,30733,5434,0,0
240,3096744,4313,29365,6802,0,0
241,3096744,4313,29365,6802,0,0
242,3096744,4313,29365,6802,0,0
243,3096744,4313,29365,6802,0,0
244,3096744,4313,29365,6802,0,0
245,3096744,4313,29365,6802,0,0
246,3096744,4313,29365,6802,0,0
247,3096661,4115,29646,6802,0,0
248,3095852,4394,30176,6802,0,0
249,3095270,4412,30740,6802,0,0
250,3094898,4441,31083,6802,0,0
251,3094664,4461,31297,6802,0,0
252,3094631,4431,31360,6802,0,0
253,3094611,4431,31380,6802,0,0
254,3094584,4445,31393,6802,0,0
255,3094556,4450,31416,6802,0,0
256,3094533,4439,31450,6802,0,0
257,3094466,4476,31480,6802,0,0
258,3094466,4464,31492,6802,0,0
259,3094466,4464,31492,6802,0,0
260,3094466,4464,31492,6802,0,0
261,3094466,4464,31492,6802,0,0
262,3094466,4464,31492,6802,0,0
263,3094466,4464,31492,6802,0,0
264,3094466,4464,31492,6802,0,0
265,3094466,4464,31492,6802,0,0
266,3094466,4464,31492,6802,0,0
267,3094466,4464,31492,6802,0,0
268,3094466,4464,31492,6802,0,0
269,3094466,4464,31492,6802,0,0
270,3094466,4464,31492,6802,0,0
271,3094411,4201,31810,6802,0,0
272,3094250,3815,32357,6802,0,0
273,3094127,3408,32887,6802,0,0
274,3094054,3110,33258,6802,0,0
275,3093976,3004,33442,6802,0,0
276,3093951,2959,33512,6802,0,0
277,3093925,2960,33537,6802,0,0
278,3093904,2957,33561,6802,0,0
279,3093882,2955,33585,6802,0,0
280,3093856,2957,33609,6802,0,0
281,3093783,2983,33656,6802,0,0
282,3093783,2961,33678,6802,0,0
283,3093783,2961,33678,6802,0,0
284,3093783,2961,33678,6802,0,0
285,3093783,2961,33678,6802,0,0
286,3093783,2961,33678,6802,0,0
287,3093783,2961,23928,6802,9750,0
288,3093783,2961,23858,6872,9750,0
289,3093783,2961,23858,6872,9750,0
290,3093783,2961,23858,6872,9750,0
291,3093783,2961,23858,6872,9750,0
292,3093783,2961,23858,6872,9750,0
293,3093783,2961,23858,6872,9750,0
294,3093783,2961,23858,6872,9750,0
295,3093719,2684,24199,6872,9750,0
296,3093694,2133,24775,6872,9750,0
297,3093677,1589,25336,6872,9750,0
298,3093668,1229,25705,6872,9750,0
299,3093659,1043,25900,6872,9750,0
300,3093659,973,25970,6872,9750,0
301,3093659,941,26002,6872,9750,0
302,3093659,922,26021,6872,9750,0
303,3093659,897,26046,6872,9750,0
304,3093659,860,26083,6872,9750,0
305,3093589,899,26114,6872,9750,0
306,3093589,877,26136,6872,9750,0
307,3093589,877,26136,6872,9750,0
308,3093589,877,26136,6872,9750,0
309,3093589,877,26136,6872,9750,0
310,3093589,877,26136,6872,9750,0
311,3093589,877,26136,6872,9750,0
312,3093589,877,26003,7005,9750,0
313,3093589,877,26003,7005,9750,0
314,3093589,877,26003,7005,9750,0
315,3093589,877,26003,7005,9750,0
